GT	Pred	Corrected	Prob	WRR_Correct	Post_WRR_Correct
దానివెంట	దానివెంట	దానివెంట	0.9885	1	1
జేసి	జేసి	జేసి	0.9994	1	1
సువర్ణ దక్షిణ	సువర్ణదఱ్షిణ	సువర్ణదఱ్షిణ	0.9827	0	0
సంధి	సంధి	సంధి	0.9981	1	1
వచ్చెడివారు.	వచ్చెడివారు.	వచ్చెడివారు.	0.9686	1	1
బోటి	బోటి	బోటి	0.9977	1	1
లభింపగలదు.	లభింపగలదు.	లభింపగలదు.	0.9724	1	1
యాయులై	యాయులై	యాయులై	0.9951	1	1
సుగుణ	సుగుణ	సుగుణ	0.9787	1	1
సీత	సీత	సీత	0.9981	1	1
మాత్ర	మాత?	మాత?	0.8093	0	0
మొట్టమొదటి	మొట్టమొదటి	మొట్టమొదటి	0.9994	1	1
ఏమిటో	ఏమిటో	ఏమిటో	0.9424	1	1
కాజొచ్చెను.	కాబిచ్చెను.	కాబిచ్చెను.	0.9264	0	0
మనస్సు.	మనస్సు.	మనస్సు.	0.9845	1	1
కలలనెన్నొ	కలలనెన్నొ.	కలలనెన్నొ.	0.9815	0	0
చేసినా,	చేసినా,	చేసినా,	0.9981	1	1
రాజ్యమునకు	రాజ్యమునకు	రాజ్యమునకు	0.9980	1	1
వూడ్చుకొను	వూడ్చుకొను	వూడ్చుకొను	0.9780	1	1
భోజన	భోజన	భోజన	0.9345	1	1
చూస్తుంది	చూస్తుంచి	చూస్తుంచి	0.9224	0	0
శాయిబాబా	శాయిబాబా	శాయిబాబా	0.9991	1	1
ఉమ్యావుగనున్న	ఉమానుగనున్న	ఉమానుగనున్న	0.9756	0	0
దర్శనాలలో	దర్శనాలలో	దర్శనాలలో	0.9792	1	1
తక్షణమే	తక్షుణమే	తక్షుణమే	0.9924	0	0
స్వమతరక్ష	స్వమతరక్ష	స్వమతరక్ష	0.9933	1	1
కుంపిణ వారు	కుంపిఁవారీ	కుంపిఁవారీ	0.9495	0	0
పోయాం.	పోయాం.	పోయాం.	0.9531	1	1
మహమ్మదాలీకి	మహమ్మదాలీకి	మహమ్మదాలీకి	0.9992	1	1
శ్రీ	శ్రీ	శ్రీ	0.9659	1	1
మనస్సుకి	మనస్సుకి	మనస్సుకి	0.9997	1	1
ఆ	ఆ	ఆ	0.9984	1	1
శాఖ	శాఖ	శాఖ	0.9750	1	1
ముళ్ళు	ముళ్ళు	ముళ్ళు	0.9992	1	1
కాశింబజారులో	కాశింబజారులో	కాశింబజారులో	0.9821	1	1
నుండి	నుండి	నుండి	0.9494	1	1
మొదట	మొదట	మొదట	0.9996	1	1
కెంపుమాడి	కెంపుమాడి	కెంపుమాడి	0.9884	1	1
నుంచి	నుంచి	నుంచి	0.9384	1	1
రొమ్ము	రొమ్ము	రొమ్ము	0.9324	1	1
గొప్ప	గొప్ప	గొప్ప	0.9988	1	1
లోని	లోని	లోని	0.9992	1	1
వాడెవడో	వాడెవడో	వాడెవడో	0.9993	1	1
ట్రీట్మెంట్ల	ట్రీట్లెంట్ల	ట్రీట్లెంట్ల	0.9709	0	0
అన్నాడు.	అన్నాడు.	అన్నాడు.	0.9975	1	1
ఎట్లాగ.	ఎట్లాగ.	ఎట్లాగ.	0.9912	1	1
హాయిగా	హాయిగా	హాయిగా	0.9996	1	1
తిరుపతిలో	తిరుపళిలో	తిరుపళిలో	0.9160	0	0
సంపత్తి	సంపతతి	సంపతతి	0.9685	0	0
శరీర	శరీర	శరీర	0.9997	1	1
అందరిని	అందరిని	అందరిని	0.9996	1	1
తర్వాతైనా	తర్వాతైనా	తర్వాతైనా	0.9997	1	1
చలివేయటం	చలివేయటం	చలివేయటం	0.9995	1	1
ఉంటాయో,	ఉంటాయో,	ఉంటాయో,	0.9469	1	1
అన్నేడమ్మా!''	అన్నేడమ్మా!"	అన్నేడమ్మా!"	0.9959	0	0
అక్కడికి	అక్కడికి	అక్కడికి	0.9996	1	1
మనస్సు	మనస్సు	మనస్సు	0.9963	1	1
కుంపి నౌకర్లు	కుంపినొకక్లు	కుంపినొకక్లు	0.7904	0	0
వారీ	వారీ	వారీ	0.9983	1	1
తెలిసికొనవలెను''.	తెలిసికొనవలెను."	తెలిసికొనవలెను."	0.9775	0	0
అంతా	అంతా	అంతా	0.9976	1	1
మాత్రము	మాత్రరిము	మాత్రరిము	0.9119	0	0
మా	మా	మా	0.9193	1	1
విషాదభంగిమలో	విషాదభంగిమలో	విషాదభంగిమలో	0.9963	1	1
రాజ్యము	రాజ్యము	రాజ్యము	0.9999	1	1
విద్యార్థులు,	విద్యార్థులు,	విద్యార్థులు,	0.9807	1	1
తాము	తాము	తాము	0.9972	1	1
మబ్బయ్యిందీ;	మబ్బయ్యిందీ;	మబ్బయ్యిందీ;	0.9834	1	1
ఇంటిలోనుండి	ఇంటిలోనుండి	ఇంటిలోనుండి	0.9821	1	1
కుం	కుం	కుం	0.9993	1	1
రెండు	రెండు	రెండు	0.9901	1	1
ఇట్టిపరిస్థితులలో	ఇట్టిపరిథితులలో	ఇట్టిపరిథితులలో	0.9003	0	0
అన్నేడమ్మాః	అన్నేడమ్మా!	అన్నేడమ్మా!	0.9965	0	0
మోకాళ్ళ	మోకాళ్ళ	మోకాళ్ళ	0.9991	1	1
కొంచెము	కొంచెము	కొంచెము	0.9962	1	1
కయ్యమునకు కాలుడ్రవ్వుట	కయ్యమునరురాలుర్రత్వటు	కయ్యమునరురాలుర్రత్వటు	0.5834	0	0
వున్నావు.	వున్నావు.	వున్నావు.	0.9994	1	1
''	(	(	0.4658	0	0
ఆదితత్త్వం	ఆదితత్త్వం	ఆదితత్త్వం	0.9965	1	1
అది	అది	అది	0.8905	1	1
కాలము	కాలము	కాలము	0.9275	1	1
యిచ్చారు.	యిచ్చారు.	యిచ్చారు.	0.9994	1	1
కనిపెట్టాడో,	కనిపెట్టాడో,	కనిపెట్టాడో,	0.9837	1	1
యిష్టం.	యిష్టం.	యిష్టం.	0.9956	1	1
స్పృశించి	స్పృశించి	స్పృశించి	0.9949	1	1
పడ్డాడు.	పడ్డాడు.	పడ్డాడు.	0.9993	1	1
సమాధిఃI	సమాధిఃగ	సమాధి	0.8215	0	0
నిబాబువలన	నబాబువలన	నబాబువలన	0.9409	0	0
మనం	మనం	మనం	0.9987	1	1
ధారణ,	ధారణ,	ధారణ,	0.9896	1	1
ట్రీట్మెంటు	ట్రీట్మెంటు	ట్రీట్మెంటు	0.9712	1	1
చిన్ని	చిన్ని	చిన్ని	0.9998	1	1
వర్తకము	వర్తకము	వర్తకము	0.9992	1	1
ఈ	ఈ	ఈ	1.0000	1	1
అతడు	ఆతడు	ఆతడు	0.9059	0	0
మాత్రం	మాత్రం	మాత్రం	0.9572	1	1
అది	అది	అది	0.9257	1	1
నల్లబడీ	నల్లబడీ-	నల్లబడీ-	0.9931	0	0
పరిణామశూల	పరిణామశూల	పరిణామశూల	0.9924	1	1
పాపకు	పాపకు	పాపకు	0.9991	1	1
కవిత్వంలో	కవిత్వంలో	కవిత్వంలో	0.9996	1	1
తమయెడ	తమయెడ	తమయెడ	0.9973	1	1
ఆమిాద	ఆమాద	ఆమాట	0.8864	0	0
కలిగెను.	కలిగెను.	కలిగెను.	0.9752	1	1
చెప్పినవి	చెప్పినవి	చెప్పినవి	0.9997	1	1
కోలారు,	కోలారు,	కోలారు,	0.9886	1	1
లేనందున	లేనందున	లేనందున	0.9525	1	1
మా	మా	మా	0.9037	1	1
బాధించినపుడుగాని,	బాధించినపుడుగాని,	బాధించినపుడుగాని,	0.9922	1	1
గుస	గస	గస	0.9221	0	0
ననేకులు	ననేకులు	ననేకులు	0.9891	1	1
తర్వాత	తర్వాత	తర్వాత	0.9985	1	1
బాలుఁడు	బాలుఁడు	బాలుఁడు	0.9910	1	1
భారతీయత	భారతీయత	భారతీయత	0.9519	1	1
చిరునవ్వును	చిరునవ్వును	చిరునవ్వును	0.9990	1	1
'	..	..	0.8973	0	0
సనాతనులు,	సనాతనులు,	సనాతనులు,	0.9976	1	1
దేశంలో	దేశంలో	దేశంలో	0.9996	1	1
కలిగి	కలిగి	కలిగి	0.9848	1	1
తన	తన	తన	0.9997	1	1
ఆర్మీనియన్	ఆర్మనియన్	ఆర్మనియన్	0.9722	0	0
వస్తే,	వస్తే,	వస్తే,	0.9947	1	1
వానికి	వానికి	వానికి	0.9995	1	1
సదరు	సదరు	సదరు	0.9502	1	1
ప్రసాదించునని	ప్సాదించునని	ప్సాదించునని	0.9773	0	0
ధారణము.	ధారణము.	ధారణము.	0.9987	1	1
కొలిచినచో	కొలిచినచో	కొలిచినచో	0.9980	1	1
అదిల్చేందుకు	అదిల్చేందుకు	అదిల్చేందుకు	0.9649	1	1
యువరాజగు	యువరాజగు	యువరాజగు	0.9027	1	1
ముందు	ముందు	ముందు	0.9975	1	1
తీసికొనుటకు	తీసికొనుటకు	తీసికొనుటకు	0.9228	1	1
జరిగినచో	జరగినఛో	జరగినఛో	0.9963	0	0
ధ్యానం	ధ్యానం	ధ్యానం	0.9950	1	1
విజయనగర	విజయనగర	విజయనగర	0.9532	1	1
నకు	నకు	నకు	0.9992	1	1
ఈమెని	ఈమెని	ఈమెని	0.9978	1	1
నుండజాలము.	నుండజాలము.	నుండజాలము.	0.9742	1	1
చీలమండలు	చీలమండలు	చీలమండలు	0.9716	1	1
అజీంషా	అజీంపా	అజీంపా	0.9591	0	0
మీరు	మీరు	మీరు	0.9213	1	1
మొల	మొల	మొల	0.9998	1	1
భారత	భారత	భారత	0.9995	1	1
చెప్పాలమ్మా	చెప్పాలమ్మా!	చెప్పాలమ్మా!	0.9746	0	0
వెలుగుచు	వెలుగుచు	వెలుగుచు	0.9875	1	1
వెళ్ళాలి.	వెళ్ళాలి.	వెళ్ళాలి.	0.9965	1	1
సందర్శనానంతరము	సందగ్కనానంతరము	సందగ్కనానంతరము	0.9295	0	0
మొలత్రాడు	మొలత్రాడు	మొలత్రాడు	0.9807	1	1
చేసాం.	చేసాం.	చేసాం.	0.9608	1	1
గొప్ప	గిొప్ప	గొప్ప	0.8785	0	1
లేగ	లేగ	లేగ	0.9996	1	1
మహానుభావుడు	మహానుభావుడు	మహానుభావుడు	0.9505	1	1
అంటారు.	అంటారు.	అంటారు.	0.9980	1	1
చిన్నికలువ	చిన్నికలువ	చిన్నికలువ	0.9905	1	1
డైరెక్టర్	'డైరెక్టర్	'డైరెక్టర్	0.9430	0	0
ఉండదు	ఉండదు	ఉండదు	0.9998	1	1
అర్థము	అర్థము	అర్థము	0.9457	1	1
గొంతుకలో	గొంతుకలో	గొంతుకలో	0.9964	1	1
పదవి	పదవి	పదవి	0.9989	1	1
కధయంతయు	కధయంతయు	కధయంతయు	0.9995	1	1
